NM_001242874	PRKCZ	PRKCZ
NM_001033582	PRKCZ	PRKCZ
NM_001256945	FAAP20	FAAP20
NM_001282671	FAAP20	FAAP20
NM_001282672	FAAP20	FAAP20
NM_001282673	FAAP20	FAAP20
NM_001146310	FAAP20	FAAP20
NR_046427	FAAP20	FAAP20
NM_001282670	FAAP20	FAAP20
NM_182533	FAAP20	FAAP20
NM_001256947	FAAP20	FAAP20
NM_001256946	FAAP20	FAAP20
NM_003036	SKI	SKI
NM_024848	MORN1	MORN1
NM_001301060	MORN1	MORN1
NR_125361	MORN1	MORN1
NR_024489	LOC100129534	LOC100129534
NM_007033	RER1	RER1
NM_153818	PEX10	PEX10
NM_002617	PEX10	PEX10
NM_001303012	PLCH2	PLCH2
NM_014638	PLCH2	PLCH2
NM_001303013	PLCH2	PLCH2
NM_018216	PANK4	PANK4
NM_001010926	HES5	HES5
NR_037844	LOC115110	LOC115110
NM_003820	TNFRSF14	TNFRSF14
NM_001297605	TNFRSF14	TNFRSF14
NR_121638	LOC100996583	LOC100996583
NR_036637	FAM213B	FAM213B
NR_036638	FAM213B	FAM213B
NM_001195741	FAM213B	FAM213B
NM_001195740	FAM213B	FAM213B
NM_001195738	FAM213B	FAM213B
NM_001195736	FAM213B	FAM213B
NM_001195737	FAM213B	FAM213B
NM_152371	FAM213B	FAM213B
NM_033467	MMEL1	MMEL1
NM_001242672	TTC34	TTC34
NM_080431	ACTRT2	ACTRT2
NR_015440	LINC00982	LINC00982
NR_024371	LINC00982	LINC00982
NM_199454	PRDM16	PRDM16
NM_022114	PRDM16	PRDM16
NR_036215	MIR4251	MIR4251
NM_014448	ARHGEF16	ARHGEF16
NM_001409	MEGF6	MEGF6
NR_030277	MIR551A	MIR551A
NM_182752	TPRG1L	TPRG1L
NM_017818	WRAP73	WRAP73
NM_001204188	TP73	TP73
NM_001204184	TP73	TP73
NM_001204185	TP73	TP73
NM_001204186	TP73	TP73
NM_001204187	TP73	TP73
NM_005427	TP73	TP73
NM_001204189	TP73	TP73
NM_001126242	TP73	TP73
NM_001126241	TP73	TP73
NM_001126240	TP73	TP73
NM_001204191	TP73	TP73
NM_001204190	TP73	TP73
NM_001204192	TP73	TP73
NR_033708	TP73-AS1	TP73-AS1
NR_033712	TP73-AS1	TP73-AS1
NR_033709	TP73-AS1	TP73-AS1
NR_033710	TP73-AS1	TP73-AS1
NR_033711	TP73-AS1	TP73-AS1
NM_152492	CCDC27	CCDC27
NM_001288583	SMIM1	SMIM1
NM_001163724	SMIM1	SMIM1
NM_020710	LRRC47	LRRC47
NM_014704	CEP104	CEP104
NM_001282669	DFFB	DFFB
NR_104222	DFFB	DFFB
NM_004402	DFFB	DFFB
NM_207356	C1orf174	C1orf174
NR_024455	LINC01134	LINC01134
NR_040065	LINC01346	LINC01346
NR_027088	LOC284661	LOC284661
NM_018836	AJAP1	AJAP1
NM_001042478	AJAP1	AJAP1
NR_039612	MIR4417	MIR4417
NR_039838	MIR4689	MIR4689
NM_015102	NPHP4	NPHP4
NR_111987	NPHP4	NPHP4
NM_001291593	NPHP4	NPHP4
NM_001291594	NPHP4	NPHP4
NM_001199861	KCNAB2	KCNAB2
NM_172130	KCNAB2	KCNAB2
NM_003636	KCNAB2	KCNAB2
NM_001199860	KCNAB2	KCNAB2
NM_001199862	KCNAB2	KCNAB2
NM_001199863	KCNAB2	KCNAB2
NM_015557	CHD5	CHD5
NM_000983	RPL22	RPL22
NR_125997	LOC102724450	LOC102724450
NM_207396	RNF207	RNF207
NM_012405	ICMT	ICMT
NR_103534	LINC00337	LINC00337
NM_001024598	HES3	HES3
NM_207370	GPR153	GPR153
NM_007274	ACOT7	ACOT7
NM_181865	ACOT7	ACOT7
NM_181864	ACOT7	ACOT7
NM_181866	ACOT7	ACOT7
NM_019089	HES2	HES2
NM_031475	ESPN	ESPN
NR_036218	MIR4252	MIR4252
NM_003790	TNFRSF25	TNFRSF25
NM_148967	TNFRSF25	TNFRSF25
NM_148966	TNFRSF25	TNFRSF25
NM_148965	TNFRSF25	TNFRSF25
NM_148970	TNFRSF25	TNFRSF25
NM_001039664	TNFRSF25	TNFRSF25
NM_001265592	PLEKHG5	PLEKHG5
NM_001265593	PLEKHG5	PLEKHG5
NM_001265594	PLEKHG5	PLEKHG5
NM_198681	PLEKHG5	PLEKHG5
NM_001042665	PLEKHG5	PLEKHG5
NM_001042664	PLEKHG5	PLEKHG5
NM_001042663	PLEKHG5	PLEKHG5
NM_020631	PLEKHG5	PLEKHG5
NM_024654	NOL9	NOL9
NM_138697	TAS1R1	TAS1R1
NM_177540	TAS1R1	TAS1R1
NM_001278647	ZBTB48	ZBTB48
NM_001278648	ZBTB48	ZBTB48
NM_005341	ZBTB48	ZBTB48
NM_014851	KLHL21	KLHL21
NM_153812	PHF13	PHF13
NM_001195753	THAP3	THAP3
NM_138350	THAP3	THAP3
NM_001195752	THAP3	THAP3
NM_018198	DNAJC11	DNAJC11
NR_104620	LOC100505887	LOC100505887
NR_104621	LOC100505887	LOC100505887
NM_001195563	CAMTA1	CAMTA1
NR_038934	CAMTA1	CAMTA1
NM_001242701	CAMTA1	CAMTA1
NM_015215	CAMTA1	CAMTA1
NM_004781	VAMP3	VAMP3
NM_016831	PER3	PER3
NM_001289864	PER3	PER3
NM_001289861	PER3	PER3
NM_001289862	PER3	PER3
NM_001289863	PER3	PER3
NM_021995	UTS2	UTS2
NM_006786	UTS2	UTS2
NM_001561	TNFRSF9	TNFRSF9
NM_001123377	PARK7	PARK7
NM_007262	PARK7	PARK7
NM_018948	ERRFI1	ERRFI1
NR_125998	LOC102724539	LOC102724539
NM_001080397	SLC45A1	SLC45A1
NM_001042681	RERE	RERE
NM_012102	RERE	RERE
NM_001042682	RERE	RERE
NR_125999	LOC102724552	LOC102724552
NM_001201483	ENO1	ENO1
NM_001428	ENO1	ENO1
NR_106786	MIR6728	MIR6728
NR_038351	ENO1-AS1	ENO1-AS1
NM_001215	CA6	CA6
NM_001270502	CA6	CA6
NM_001270501	CA6	CA6
NM_001270500	CA6	CA6
NM_207420	SLC2A7	SLC2A7
NM_003039	SLC2A5	SLC2A5
NM_001135585	SLC2A5	SLC2A5
NM_024980	GPR157	GPR157
NR_029610	MIR34A	MIR34A
NM_004285	H6PD	H6PD
NM_001282587	H6PD	H6PD
NM_025106	SPSB1	SPSB1
NR_104623	LOC100506022	LOC100506022
NR_104622	LOC100506022	LOC100506022
NM_032315	SLC25A33	SLC25A33
NM_001010866	TMEM201	TMEM201
NM_001130924	TMEM201	TMEM201
NM_005026	PIK3CD	PIK3CD
NR_027045	PIK3CD-AS1	PIK3CD-AS1
NR_126366	PIK3CD-AS2	PIK3CD-AS2
NR_126367	PIK3CD-AS2	PIK3CD-AS2
NR_126368	PIK3CD-AS2	PIK3CD-AS2
NM_014944	CLSTN1	CLSTN1
NM_001302883	CLSTN1	CLSTN1
NM_001009566	CLSTN1	CLSTN1
NM_001012329	CTNNBIP1	CTNNBIP1
NM_020248	CTNNBIP1	CTNNBIP1
NM_032368	LZIC	LZIC
NM_001297778	NMNAT1	NMNAT1
NM_001297779	NMNAT1	NMNAT1
NM_022787	NMNAT1	NMNAT1
NR_049882	MIR5697	MIR5697
NM_052960	RBP7	RBP7
NM_006048	UBE4B	UBE4B
NM_001105562	UBE4B	UBE4B
NM_183416	KIF1B	KIF1B
NM_015074	KIF1B	KIF1B
NR_125730	RNU6-2	RNU6-2
NR_125730_1	RNU6-2	RNU6-2
NR_125730_2	RNU6-2	RNU6-2
NR_125730_3	RNU6-2	RNU6-2
NR_125730_4	RNU6-2	RNU6-2
NR_125730_5	RNU6-2	RNU6-2
NR_125730_6	RNU6-2	RNU6-2
NR_125730_7	RNU6-2	RNU6-2
NR_125730_8	RNU6-2	RNU6-2
NR_125730_9	RNU6-2	RNU6-2
NR_125730_10	RNU6-2	RNU6-2
NM_002631	PGD	PGD
NM_001304451	PGD	PGD
NM_001304452	PGD	PGD
NM_001270517	APITD1-CORT	APITD1-CORT
NM_198544	APITD1-CORT	APITD1-CORT
NM_199006	APITD1-CORT	APITD1-CORT
NR_037187	APITD1-CORT	APITD1-CORT
NM_001243768	APITD1-CORT	APITD1-CORT
NM_199294	APITD1	APITD1
NR_036462	APITD1	APITD1
NM_001302	CORT	CORT
NM_004401	DFFA	DFFA
NM_213566	DFFA	DFFA
NM_004565	PEX14	PEX14
NM_001079843	CASZ1	CASZ1
NM_017766	CASZ1	CASZ1
NM_001170754	C1orf127	C1orf127
NM_007375	TARDBP	TARDBP
NM_006610	MASP2	MASP2
NM_139208	MASP2	MASP2
NM_003132	SRM	SRM
NM_002685	EXOSC10	EXOSC10
NM_001001998	EXOSC10	EXOSC10
NM_004958	MTOR	MTOR
NR_046600	MTOR-AS1	MTOR-AS1
NM_021146	ANGPTL7	ANGPTL7
NM_013319	UBIAD1	UBIAD1
NM_020780	PTCHD2	PTCHD2
NR_104624	LOC101929181	LOC101929181
NM_012168	FBXO2	FBXO2
NM_183412	FBXO44	FBXO44
NM_001304791	FBXO44	FBXO44
NM_183413	FBXO44	FBXO44
NM_033182	FBXO44	FBXO44
NR_130909	FBXO44	FBXO44
NM_001304790	FBXO44	FBXO44
NM_001014765	FBXO44	FBXO44
NM_018438	FBXO6	FBXO6
NM_001127325	MAD2L2	MAD2L2
NM_006341	MAD2L2	MAD2L2
NM_198545	DRAXIN	DRAXIN
NM_001040195	AGTRAP	AGTRAP
NM_001040194	AGTRAP	AGTRAP
NM_001040196	AGTRAP	AGTRAP
NM_001040197	AGTRAP	AGTRAP
NM_020350	AGTRAP	AGTRAP
NM_001010881	C1orf167	C1orf167
NR_126000	LOC102724659	LOC102724659
NM_005957	MTHFR	MTHFR
NR_046428	CLCN6	CLCN6
NM_001286	CLCN6	CLCN6
NM_001256959	CLCN6	CLCN6
NR_037806	NPPA-AS1	NPPA-AS1
NM_006172	NPPA	NPPA
NM_002521	NPPB	NPPB
NM_138346	KIAA2013	KIAA2013
NM_000302	PLOD1	PLOD1
NM_014874	MFN2	MFN2
NM_001127660	MFN2	MFN2
NM_021933	MIIP	MIIP
NR_106787	MIR6729	MIR6729
NM_001281430	TNFRSF8	TNFRSF8
NM_001243	TNFRSF8	TNFRSF8
NR_107000	MIR7846	MIR7846
NM_001066	TNFRSF1B	TNFRSF1B
NR_039775	MIR4632	MIR4632
NM_018156	VPS13D	VPS13D
NM_015378	VPS13D	VPS13D
NR_003022	SNORA59B	SNORA59B
NR_003022_1	SNORA59B	SNORA59B
NR_003025_1	SNORA59A	SNORA59A
NR_003025	SNORA59A	SNORA59A
NM_004753	DHRS3	DHRS3
NR_106788	MIR6730	MIR6730
NR_106788_1	MIR6730	MIR6730
NM_001013630	AADACL4	AADACL4
NM_001103170	AADACL3	AADACL3
NR_111984	AADACL3	AADACL3
NM_152290	C1orf158	C1orf158
NM_001080830	PRAMEF12	PRAMEF12
NM_023013	PRAMEF1	PRAMEF1
NM_001294139	PRAMEF1	PRAMEF1
NM_001146344	PRAMEF11	PRAMEF11
NM_001302551	HNRNPCL4	HNRNPCL4
NM_001146181	HNRNPCL3	HNRNPCL3
NM_001013631	HNRNPCL1	HNRNPCL1
NM_023014	PRAMEF2	PRAMEF2
NM_001009611	PRAMEF4	PRAMEF4
NM_001012276_1	PRAMEF8	PRAMEF8
NM_001012276	PRAMEF8	PRAMEF8
NM_001012276_2	PRAMEF8	PRAMEF8
NM_001012277_2	PRAMEF7	PRAMEF7
NM_001012277_1	PRAMEF7	PRAMEF7
NM_001012277	PRAMEF7	PRAMEF7
NM_001010889_1	PRAMEF6	PRAMEF6
NM_001010889	PRAMEF6	PRAMEF6
NM_001010890	PRAMEF9	PRAMEF9
NM_001300891	LOC101929983	LOC101929983
NM_001300891_1	LOC101929983	LOC101929983
NM_001300891_2	LOC101929983	LOC101929983
NM_001300891_3	LOC101929983	LOC101929983
NM_001099850	LOC391003	LOC391003
NM_001099850_1	LOC391003	LOC391003
NM_001100631	PRAMEF22	PRAMEF22
NM_001100631_1	PRAMEF22	PRAMEF22
NM_001310134	PRAMEF25	PRAMEF25
NM_001306072	PRAMEF26	PRAMEF26
NM_001013407	PRAMEF5	PRAMEF5
NM_001013407_1	PRAMEF5	PRAMEF5
NR_111947_1	LOC649324	LOC649324
NR_111947	LOC649324	LOC649324
NR_111945_1	LOC645354	LOC645354
NR_111945	LOC645354	LOC645354
NM_001136561	HNRNPCL2	HNRNPCL2
NM_001039361	PRAMEF10	PRAMEF10
NM_001039361_1	PRAMEF10	PRAMEF10
NM_001291381	LOC645382	LOC645382
NM_001291381_1	LOC645382	LOC645382
NM_001098376_1	PRAMEF15	PRAMEF15
NM_001098376	PRAMEF15	PRAMEF15
NM_001291380	LOC400736	LOC400736
NM_001291380_1	LOC400736	LOC400736
NM_001024661_1	PRAMEF14	PRAMEF14
NM_001024661	PRAMEF14	PRAMEF14
NM_001099790_1	PRAMEF19	PRAMEF19
NM_001099790	PRAMEF19	PRAMEF19
NM_001045480	PRAMEF16	PRAMEF16
NM_001099851	PRAMEF17	PRAMEF17
NM_001099851_1	PRAMEF17	PRAMEF17
NM_001099852_1	PRAMEF20	PRAMEF20
NM_001099852	PRAMEF20	PRAMEF20
NM_001010847	LRRC38	LRRC38
NM_198389	PDPN	PDPN
NM_006474	PDPN	PDPN
NM_001006625	PDPN	PDPN
NM_001006624	PDPN	PDPN
NM_001135610	PRDM2	PRDM2
NM_015866	PRDM2	PRDM2
NM_012231	PRDM2	PRDM2
NM_001007257	PRDM2	PRDM2
NM_201628	KAZN	KAZN
NM_015209	KAZN	KAZN
NM_001018000	KAZN	KAZN
NM_001018001	KAZN	KAZN
NM_001017999	KAZN	KAZN
NR_027136	TMEM51-AS1	TMEM51-AS1
NM_001136216	TMEM51	TMEM51
NM_001136217	TMEM51	TMEM51
NM_001136218	TMEM51	TMEM51
NM_018022	TMEM51	TMEM51
NM_001278502	C1orf195	C1orf195
NM_001278501	C1orf195	C1orf195
NM_052929	FHAD1	FHAD1
NM_024329	EFHD2	EFHD2
NM_007272	CTRC	CTRC
NM_033440	CELA2A	CELA2A
NM_015849	CELA2B	CELA2B
NR_102732	CASP9	CASP9
NM_032996	CASP9	CASP9
NR_102733	CASP9	CASP9
NM_001229	CASP9	CASP9
NM_001278054	CASP9	CASP9
NM_001287811	DNAJC16	DNAJC16
NR_109898	DNAJC16	DNAJC16
NM_015291	DNAJC16	DNAJC16
NM_024758	AGMAT	AGMAT
NM_032341	DDI2	DDI2
NM_006511	RSC1A1	RSC1A1
NM_015164	PLEKHM2	PLEKHM2
NM_207348	SLC25A34	SLC25A34
NM_001013641	TMEM82	TMEM82
NM_017556	FBLIM1	FBLIM1
NM_001024215	FBLIM1	FBLIM1
NM_001024216	FBLIM1	FBLIM1
NM_001089591	UQCRHL	UQCRHL
NR_024279	FLJ37453	FLJ37453
NM_015001	SPEN	SPEN
NR_039973_1	MIR5096	MIR5096
NR_039973	MIR5096	MIR5096
NR_039973_2	MIR5096	MIR5096
NM_001287603	ZBTB17	ZBTB17
NM_001287604	ZBTB17	ZBTB17
NM_001242884	ZBTB17	ZBTB17
NM_003443	ZBTB17	ZBTB17
NM_178840	C1orf64	C1orf64
NM_014424	HSPB7	HSPB7
NM_001257139	CLCNKA	CLCNKA
NM_001042704	CLCNKA	CLCNKA
NM_004070	CLCNKA	CLCNKA
NM_000085	CLCNKB	CLCNKB
NM_001165945	CLCNKB	CLCNKB
NM_182623	FAM131C	FAM131C
NM_004431	EPHA2	EPHA2
NM_153213	ARHGEF19	ARHGEF19
NM_030907	RSG1	RSG1
NM_018994	FBXO42	FBXO42
NR_073501	SZRD1	SZRD1
NR_073500	SZRD1	SZRD1
NR_073503	SZRD1	SZRD1
NM_001271869	SZRD1	SZRD1
NM_001114600	SZRD1	SZRD1
NR_073502	SZRD1	SZRD1
NM_198546	SPATA21	SPATA21
NM_001145278	NECAP2	NECAP2
NM_001145277	NECAP2	NECAP2
NM_018090	NECAP2	NECAP2
NR_023386	CROCCP3	CROCCP3
NM_001310155	FAM231B	FAM231B
NR_037446	MIR3675	MIR3675
NR_037446_1	MIR3675	MIR3675
NR_037446_2	MIR3675	MIR3675
NM_017940	NBPF1	NBPF1
NR_026752	CROCCP2	CROCCP2
NR_027504	MST1P2	MST1P2
NM_001282321_1	FAM231A	FAM231A
NM_001282321	FAM231A	FAM231A
NM_001310138	FAM231C	FAM231C
NM_001310138_1	FAM231C	FAM231C
NR_026567	ESPNP	ESPNP
NM_001271733	MST1L	MST1L
NM_014675	CROCC	CROCC
NM_001135248	MFAP2	MFAP2
NM_001135247	MFAP2	MFAP2
NM_002403	MFAP2	MFAP2
NM_017459	MFAP2	MFAP2
NM_022089	ATP13A2	ATP13A2
NM_001141974	ATP13A2	ATP13A2
NM_001141973	ATP13A2	ATP13A2
NM_003000	SDHB	SDHB
NM_007365	PADI2	PADI2
NM_013358	PADI1	PADI1
NM_016233	PADI3	PADI3
NR_039768	MIR3972	MIR3972
NM_012387	PADI4	PADI4
NM_207421	PADI6	PADI6
NM_018715	RCC2	RCC2
NM_001136204	RCC2	RCC2
NM_018125	ARHGEF10L	ARHGEF10L
NM_001011722	ARHGEF10L	ARHGEF10L
NM_030812	ACTL8	ACTL8
NR_125946	LOC101927876	LOC101927876
NM_032880	IGSF21	IGSF21
NM_152375	KLHDC7A	KLHDC7A
NM_002584	PAX7	PAX7
NM_013945	PAX7	PAX7
NM_001135254	PAX7	PAX7
NM_152232	TAS1R2	TAS1R2
NM_170726	ALDH4A1	ALDH4A1
NM_001161504	ALDH4A1	ALDH4A1
NM_003748	ALDH4A1	ALDH4A1
NR_039844	MIR4695	MIR4695
NR_031622	MIR1290	MIR1290
NM_001136265	IFFO2	IFFO2
NM_020765	UBR4	UBR4
NM_015047	EMC1	EMC1
NM_001271427	EMC1	EMC1
NM_001271429	EMC1	EMC1
NM_001271428	EMC1	EMC1
NM_016183	MRTO4	MRTO4
NR_040288	AKR7L	AKR7L
NR_040289	AKR7L	AKR7L
NM_012067	AKR7A3	AKR7A3
NR_037847	LOC100506730	LOC100506730
NM_003689	AKR7A2	AKR7A2
NM_017765	PQLC2	PQLC2
NM_001040126	PQLC2	PQLC2
NR_109848	PQLC2	PQLC2
NM_001287531	PQLC2	PQLC2
NM_001040125	PQLC2	PQLC2
NM_001282162	CAPZB	CAPZB
NM_004930	CAPZB	CAPZB
NM_001206540	CAPZB	CAPZB
NM_001206541	CAPZB	CAPZB
NR_033757	MINOS1	MINOS1
NR_033758	MINOS1	MINOS1
NM_001204083	MINOS1	MINOS1
NM_001204082	MINOS1	MINOS1
NM_001032363	MINOS1	MINOS1
NM_001204089	MINOS1-NBL1	MINOS1-NBL1
NM_001204088	MINOS1-NBL1	MINOS1-NBL1
NR_077246	RPS14P3	RPS14P3
NM_001278164	NBL1	NBL1
NM_182744	NBL1	NBL1
NM_001278165	NBL1	NBL1
NM_001204084	NBL1	NBL1
NM_005380	NBL1	NBL1
NM_001204085	NBL1	NBL1
NM_001204086	NBL1	NBL1
NM_001278166	NBL1	NBL1
NM_000871	HTR6	HTR6
NM_181719	TMCO4	TMCO4
NM_019062	RNF186	RNF186
NM_015207	OTUD3	OTUD3
NM_014589	PLA2G2E	PLA2G2E
NM_001161728	PLA2G2A	PLA2G2A
NM_001161729	PLA2G2A	PLA2G2A
NM_001161727	PLA2G2A	PLA2G2A
NM_000300	PLA2G2A	PLA2G2A
NM_000929	PLA2G5	PLA2G5
NM_001271814	PLA2G2D	PLA2G2D
NM_012400	PLA2G2D	PLA2G2D
NM_022819	PLA2G2F	PLA2G2F
NM_001105572	PLA2G2C	PLA2G2C
NR_110078	UBXN10-AS1	UBXN10-AS1
NM_152376	UBXN10	UBXN10
NM_001039500	VWA5B1	VWA5B1
NR_033887	LINC01141	LINC01141
NM_018584	CAMK2N1	CAMK2N1
NM_024544	MUL1	MUL1
NM_207334	FAM43B	FAM43B
NM_001785	CDA	CDA
NM_032409	PINK1	PINK1
NR_106732	MIR6084	MIR6084
NR_046507	PINK1-AS	PINK1-AS
NM_005216	DDOST	DDOST
NM_020816	KIF17	KIF17
NM_001122819	KIF17	KIF17
NM_001287212	KIF17	KIF17
NM_001103160	SH2D5	SH2D5
NM_001103161	SH2D5	SH2D5
NM_016287	HP1BP3	HP1BP3
NM_003760	EIF4G3	EIF4G3
NM_001198801	EIF4G3	EIF4G3
NM_001198802	EIF4G3	EIF4G3
NM_001198803	EIF4G3	EIF4G3
NR_031657	MIR1256	MIR1256
NM_001397	ECE1	ECE1
NM_001113349	ECE1	ECE1
NM_001113348	ECE1	ECE1
NM_001113347	ECE1	ECE1
NR_038404	LOC100506801	LOC100506801
NM_001256416	NBPF3	NBPF3
NM_001256417	NBPF3	NBPF3
NM_032264	NBPF3	NBPF3
NR_046176	NBPF3	NBPF3
NM_000478	ALPL	ALPL
NM_001177520	ALPL	ALPL
